project_id,group_id,mention_handle,interval,total_commits,sum_lines_added,sum_lines_deleted,sum_lines_per_commit,active_days,last_minute_commits,total_merge_requests,merged_requests,review_comments_given,review_comments_received,total_issues_created,total_issues_assigned,issues_resolved,issue_participation,branches_created,merges_to_main_branch,Final Grade
61760973,93365912,miguelpereira_dei,5,0,0,0,0,0,0,0,0,0,0,61,8,34,72,81,16,11
61760973,93365912,jafonsodmoura,5,0,0,0,0,0,0,0,0,0,0,9,34,2,24,81,16,16
61760973,93365912,jfonseca727,5,0,0,0,0,0,0,0,0,0,0,0,9,0,7,81,16,1
61760973,93365912,jl.marques,5,0,0,0,0,0,0,0,0,0,0,6,3,5,33,81,16,0
61760973,93365912,pedrocostakk75,5,0,0,0,0,0,0,0,0,0,0,14,41,12,49,81,16,17
61760973,93365912,carlos-pereir4,5,0,0,0,0,0,0,0,0,0,0,5,6,1,11,81,16,10
61760973,93365912,miguel2004pt,5,0,0,0,0,0,0,0,0,0,0,34,23,3,45,81,16,17
61760973,93365912,migo.gomes5,5,0,0,0,0,0,0,0,0,0,0,13,9,2,34,81,16,13
61760973,93365912,vicentemota,5,0,0,0,0,0,0,0,0,0,0,6,3,3,7,81,16,14
61760973,93365912,guisantosneto,5,0,0,0,0,0,0,0,0,0,0,0,10,0,4,81,16,11
61760973,93365912,2001vaas,5,0,0,0,0,0,0,0,0,0,0,4,8,4,11,81,16,0
