project_id,group_id,mention_handle,interval,total_commits,sum_lines_added,sum_lines_deleted,sum_lines_per_commit,active_days,last_minute_commits,total_merge_requests,merged_requests,review_comments_given,review_comments_received,total_issues_created,total_issues_assigned,issues_resolved,issue_participation,branches_created,merges_to_main_branch,Final Grade
61760822,93365912,joaosantos24,4,0,0,0,0,0,0,3,2,12,18,14,17,10,43,98,104,12
61760822,93365912,gabrielepduarte,4,0,0,0,0,0,0,2,2,7,17,5,19,3,22,98,104,12
61760822,93365912,filipesoares06,4,0,0,0,0,0,0,9,9,22,18,46,20,32,56,98,104,15
61760822,93365912,tiagoncalves,4,0,0,0,0,0,0,3,2,25,14,2,12,0,22,98,104,13
61760822,93365912,pedropires14,4,0,0,0,0,0,0,5,5,18,11,70,15,18,62,98,104,14
61760822,93365912,duartepereira,4,0,0,0,0,0,0,1,1,4,4,18,22,15,51,98,104,14
61760822,93365912,andrealbuquerque21,4,0,0,0,0,0,0,1,1,2,3,1,13,0,16,98,104,12
61760822,93365912,alexjmr,4,0,0,0,0,0,0,5,4,16,16,7,12,0,17,98,104,14
61760822,93365912,gustavoopinto,4,0,0,0,0,0,0,5,4,21,35,4,7,1,7,98,104,12
61760822,93365912,bsluz,4,0,0,0,0,0,0,2,2,13,14,2,8,0,11,98,104,13
61760822,93365912,luisgois,4,0,0,0,0,0,0,5,4,38,33,13,12,3,24,98,104,13
61760822,93365912,leossilva099,4,0,0,0,0,0,0,5,3,13,13,3,8,2,11,98,104,11
61760822,93365912,rafaelmarques11,4,0,0,0,0,0,0,7,6,30,52,3,4,1,6,98,104,11
61760822,93365912,tomasploureiro,4,0,0,0,0,0,0,5,3,9,10,4,9,4,13,98,104,12
61760822,93365912,francisco_vmq,4,0,0,0,0,0,0,3,3,7,8,1,6,1,9,98,104,8
61760884,93365912,botassimao,4,53,2220,230,2450,12,0,2,2,3,6,17,14,17,45,1,29,16
61760884,93365912,crimorglia01,4,50,2058,758,2816,13,0,0,0,0,0,3,22,3,26,1,29,15
61760884,93365912,zepedross,4,20,2004,18,2022,8,0,0,0,0,0,15,9,15,67,1,29,16
61760884,93365912,diogo.silva.henriques44,4,64,8607,1547,10154,18,0,3,2,4,5,37,44,37,165,1,29,17
61760884,93365912,marianattpinho,4,51,2587,208,2795,16,0,0,0,0,0,23,27,23,121,1,29,17
61760884,93365912,miguelquaresma04,4,43,2333,647,2980,11,0,1,1,2,1,16,19,14,51,1,29,15
61760884,93365912,guilhermeabadesso,4,4,1592,14,1606,2,0,2,2,2,3,49,32,45,80,1,29,15
61760884,93365912,galmarcal18,4,17,232,167,399,3,0,0,0,0,0,1,0,1,1,1,29,2
61760884,93365912,lucas.yamamoto,4,3,2,0,2,1,0,1,1,1,1,0,4,0,8,1,29,11
61760884,93365912,joao.celavisa,4,1,0,0,0,1,0,0,0,0,0,9,18,7,39,1,29,15
61760884,93365912,andre_martins_unilu,4,0,0,0,0,0,0,15,14,37,32,180,62,175,283,1,29,18
61760884,93365912,diogojgferreira,4,0,0,0,0,0,0,1,1,6,1,22,17,22,75,1,29,17
61760884,93365912,ananicolas,4,0,0,0,0,0,0,1,1,1,2,14,15,14,39,1,29,16
61760884,93365912,lunnasantana,4,0,0,0,0,0,0,1,1,2,2,0,2,0,1,1,29,10
61760884,93365912,diogomartins4,4,0,0,0,0,0,0,2,2,2,4,55,16,55,103,1,29,17
61760884,93365912,clarahernandez04,4,0,0,0,0,0,0,1,1,1,1,11,13,11,22,1,29,16
61760884,93365912,renatomreis,4,0,0,0,0,0,0,2,2,2,5,55,13,49,111,1,29,17
61760884,93365912,manucalvo,4,0,0,0,0,0,0,0,0,0,0,7,9,7,12,1,29,15
61760884,93365912,goncalos309,4,0,0,0,0,0,0,0,0,0,0,13,8,13,30,1,29,15
61760884,93365912,samcoelho137,4,0,0,0,0,0,0,0,0,0,0,0,3,0,5,1,29,10
61760884,93365912,joaobarata,4,0,0,0,0,0,0,0,0,0,0,0,14,0,16,1,29,13
61760884,93365912,bluewave016,4,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,29,11
61760919,93365912,pedroanjinhosilva04,4,6,8,0,8,3,0,0,0,0,0,5,6,5,6,42,44,13
61760919,93365912,rodrigo.jose.barata,4,18,925,85,1010,5,0,2,2,6,6,9,7,9,17,42,44,13
61760919,93365912,crism17,4,4,6,1,7,2,0,0,0,0,0,0,0,0,0,42,44,11
61760919,93365912,margaridamarques,4,40,2147,390,2537,11,0,1,1,3,4,13,19,12,19,42,44,14
61760919,93365912,rodrigojmatias,4,45,3415,2364,5779,12,0,0,0,6,0,7,9,7,21,42,44,15
61760919,93365912,tiagoperrod22,4,47,2167,1062,3229,14,0,0,0,3,0,14,11,14,19,42,44,15
61760919,93365912,am.crsi.853,4,69,3312,867,4179,17,0,4,4,2,7,15,10,15,42,42,44,15
61760919,93365912,jpmcascais,4,112,9721,2749,12470,25,0,4,4,56,6,38,11,35,50,42,44,17
61760919,93365912,joaogpfigueiredo,4,4,60,87,147,4,0,6,6,5,14,13,8,12,21,42,44,15
61760919,93365912,ritabreupinto,4,13,279,152,431,3,0,1,1,0,2,6,3,5,13,42,44,14
61760919,93365912,inescosta20,4,0,0,0,0,0,0,0,0,1,0,5,5,3,22,42,44,14
61760919,93365912,masa604,4,0,0,0,0,0,0,1,1,3,6,28,22,27,38,42,44,15
61760919,93365912,alexandre_fv_fonseca,4,0,0,0,0,0,0,6,6,14,16,31,9,30,35,42,44,15
61760919,93365912,luanacarolinareis,4,0,0,0,0,0,0,7,6,3,12,9,12,9,22,42,44,16
61760919,93365912,mbscouto,4,0,0,0,0,0,0,1,1,1,3,0,0,0,6,42,44,10
61760919,93365912,rmsr2004,4,0,0,0,0,0,0,3,3,2,5,14,8,13,25,42,44,16
61760919,93365912,notimelikenow,4,0,0,0,0,0,0,2,2,6,10,3,5,3,26,42,44,17
61760919,93365912,alexrm1,4,0,0,0,0,0,0,1,1,0,1,24,26,24,29,42,44,16
61760919,93365912,iara03,4,0,0,0,0,0,0,1,1,2,5,5,4,5,16,42,44,13
61760919,93365912,inesnisa,4,0,0,0,0,0,0,1,1,3,10,5,7,5,15,42,44,12
61760919,93365912,cd728,4,0,0,0,0,0,0,4,4,5,9,3,4,3,6,42,44,15
61760919,93365912,simao_campanudo,4,0,0,0,0,0,0,1,1,0,1,6,7,4,12,42,44,15
61760919,93365912,guirodrigues8,4,0,0,0,0,0,0,1,1,1,17,4,11,4,19,42,44,13
